Index	Label
546	5
547	0
548	5
549	3
550	0
551	0
552	3
553	4
554	4
555	1
556	0
557	0
558	4
559	3
560	2
561	2
562	3
563	3
564	0
565	3
566	0
567	5
568	3
569	3
570	2
571	1
572	0
573	3
574	1
575	1
576	4
577	4
578	0
579	3
580	3
581	3
582	0
583	4
584	0
585	0
586	4
587	0
588	2
589	0
590	5
591	4
592	4
593	3
594	3
595	2
596	2
597	5
598	0
599	5
600	3
601	1
602	2
603	3
604	3
605	1
606	2
607	0
608	2
609	1
610	2
611	1
612	3
613	0
614	3
615	1
616	3
617	0
618	0
619	2
620	0
621	0
622	0
623	2
624	1
625	0
626	4
627	1
628	2
629	0
630	4
631	5
632	1
633	3
634	2
635	4
636	5
637	2
638	5
639	1
640	5
641	1
642	4
643	0
644	0
645	5
646	5
647	0
648	5
649	0
650	5
651	5
652	5
653	5
654	2
655	3
656	5
657	0
658	3
659	4
660	5
661	2
662	5
663	4
664	5
665	1
666	5
667	3
668	4
669	3
670	4
671	2
672	4
673	5
674	3
675	2
676	0
677	3
678	2
679	5
680	5
681	3
682	5
683	0
684	3
685	5
686	2
687	3
688	2
689	2
690	0
691	3
692	1
693	1
694	3
695	2
696	5
697	5
698	0
699	5
700	1
701	4
702	2
703	4
704	1
705	1
706	0
707	2
708	1
709	4
710	3
711	4
712	3
713	0
714	5
715	1
716	1
717	5
718	0
719	3
720	0
721	2
722	3
723	5
724	0
725	2
726	5
727	1
728	1
729	1
730	3
731	2
732	1
733	4
734	5
735	4
736	5
737	5
738	4
739	2
740	5
741	2
742	2
743	1
744	0
745	5
746	2
747	0
748	3
749	3
750	4
751	2
752	1
753	4
754	3
755	3
756	2
757	5
758	5
759	2
760	2
761	4
762	5
763	2
764	4
765	3
766	0
767	1
768	1
769	4
770	2
771	5
772	5
773	1
774	0
775	5
776	2
777	3
778	4
779	5
780	0
781	3
782	5
783	3
784	4
785	3
786	3
787	0
788	2
789	0
790	5
791	1
792	4
793	5
794	2
795	4
796	4
797	2
798	5
799	3
800	0
801	1
802	3
803	4
804	3
805	0
806	4
807	5
808	2
809	3
810	3
811	2
812	5
813	4
814	3
815	2
816	0
817	3
818	5
819	3
820	4
821	0
822	1
823	5
824	1
825	1
826	1
827	1
828	5
829	3
830	0
831	0
832	3
833	5
834	0
835	4
836	3
837	0
838	3
839	3
840	2
841	4
842	1
843	2
844	1
845	1
846	0
847	4
848	3
849	0
850	4
851	2
852	2
853	0
854	2
855	2
856	4
857	5
858	5
859	1
860	2
861	2
862	3
863	2
864	3
865	1
866	4
867	2
868	2
869	1
870	2
871	1
872	0
873	4
874	0
875	3
876	2
877	1
878	4
879	5
880	0
881	3
882	4
883	0
884	5
885	0
886	1
887	5
888	3
889	4
890	0
891	3
892	0
893	4
894	5
895	0
896	1
897	3
898	1
899	4
900	5
901	3
902	0
903	3
904	1
905	1
906	1
907	4
908	3
909	2
910	4
911	4
912	5
913	0
914	0
915	0
916	0
917	1
918	4
919	1
920	0
921	3
922	0
923	3
924	2
925	1
926	2
927	2
928	2
929	0
930	3
931	5
932	3
933	3
934	1
935	0
936	5
937	3
938	3
939	2
940	4
941	1
942	0
943	5
944	3
945	1
946	3
947	5
948	1
949	2
950	5
951	0
952	4
953	3
954	1
955	1
956	0
957	3
958	2
959	4
960	5
961	0
962	2
963	1
964	3
965	3
966	3
967	5
968	5
969	2
970	3
971	4
972	4
973	4
974	5
975	3
976	4
977	0
978	1
979	1
980	0
981	4
982	2
983	4
984	1
985	3
986	5
987	3
988	3
989	2
990	5
991	5
992	3
993	0
994	4
995	1
996	5
997	2
998	4
999	4
1000	4
1001	4
1002	5
1003	2
1004	4
1005	2
1006	2
1007	3
1008	5
1009	1
1010	1
1011	5
1012	1
1013	2
1014	3
1015	2
1016	4
1017	3
1018	1
1019	4
1020	2
1021	3
1022	5
1023	0
1024	3
1025	3
1026	5
1027	1
1028	0
1029	5
1030	4
1031	0
1032	5
1033	4
1034	0
1035	3
1036	0
1037	2
1038	4
1039	4
1040	3
1041	5
1042	2
1043	0
1044	5
1045	3
1046	5
1047	1
1048	3
1049	4
1050	4
1051	3
1052	4
1053	5
1054	1
1055	5
1056	1
1057	3
1058	5
1059	3
1060	3
1061	0
1062	2
1063	5
1064	5
1065	1
1066	5
1067	5
1068	3
1069	5
1070	1
1071	3
1072	1
1073	3
1074	1
1075	2
1076	1
1077	3
1078	4
1079	2
1080	0
1081	1
1082	2
1083	3
1084	1
1085	3
1086	5
1087	3
1088	5
1089	5
1090	1
1091	1
1092	1
1093	0
1094	5
1095	0
1096	3
1097	5
1098	3
1099	3
1100	0
1101	1
1102	4
1103	0
1104	4
1105	2
1106	1
1107	2
1108	1
1109	2
1110	0
1111	1
1112	1
1113	2
1114	1
1115	0
1116	3
1117	1
1118	0
1119	0
1120	0
1121	4
1122	4
1123	2
1124	3
1125	3
1126	5
1127	0
1128	4
1129	3
1130	0
1131	4
1132	0
1133	1
1134	4
1135	5
1136	5
1137	5
1138	5
1139	3
1140	1
1141	1
1142	1
1143	4
1144	4
1145	1
1146	5
1147	0
1148	1
1149	4
1150	3
1151	4
1152	1
1153	5
1154	3
1155	2
1156	2
1157	1
1158	0
1159	1
1160	5
1161	1
1162	5
1163	2
1164	1
1165	5
1166	4
1167	3
1168	2
1169	4
1170	1
1171	3
1172	0
1173	3
1174	3
1175	4
1176	1
1177	5
1178	2
1179	0
1180	1
1181	0
1182	0
1183	1
1184	2
1185	5
1186	3
1187	1
1188	1
1189	5
1190	0
1191	5
1192	1
1193	2
1194	0
1195	3
1196	4
1197	2
1198	4
1199	0
1200	0
1201	2
1202	0
1203	1
1204	0
1205	4
1206	4
1207	0
1208	0
1209	3
1210	2
1211	5
1212	4
1213	3
1214	2
1215	4
1216	1
1217	4
1218	5
1219	5
1220	5
1221	5
1222	0
1223	5
1224	3
1225	1
1226	4
1227	3
1228	1
1229	2
1230	4
1231	0
1232	2
1233	4
1234	5
1235	0
1236	1
1237	5
1238	2
1239	2
1240	0
1241	3
1242	1
1243	3
1244	4
1245	1
1246	5
1247	0
1248	5
1249	0
1250	2
1251	5
1252	5
1253	2
1254	1
1255	2
1256	3
1257	2
1258	3
1259	1
1260	3
1261	4
1262	5
1263	3
1264	0
1265	2
1266	2
1267	0
1268	1
1269	4
1270	3
1271	0
1272	4
1273	4
1274	4
1275	1
1276	3
1277	4
1278	5
1279	5
1280	2
1281	0
1282	2
1283	1
1284	2
1285	4
1286	1
1287	4
1288	1
1289	4
1290	3
1291	4
1292	0
1293	4
1294	3
1295	3
1296	5
1297	0
1298	2
1299	1
1300	0
1301	3
1302	4
1303	0
1304	4
1305	3
1306	0
1307	0
1308	5
1309	5
1310	1
1311	3
1312	5
1313	4
1314	1
1315	1
1316	5
1317	3
1318	4
1319	0
1320	2
1321	5
1322	1
1323	5
1324	1
1325	5
1326	3
1327	3
1328	5
1329	5
1330	3
1331	3
1332	2
1333	5
1334	3
1335	5
1336	4
1337	3
1338	5
1339	0
1340	2
1341	1
1342	0
1343	1
1344	0
1345	3
1346	1
1347	0
1348	0
1349	3
1350	0
1351	0
1352	5
1353	0
1354	3
1355	4
1356	4
1357	4
1358	2
1359	5
1360	3
1361	3
1362	0
1363	1
1364	4
1365	4
1366	0
1367	4
1368	3
1369	3
1370	2
1371	0
1372	2
1373	2
1374	1
1375	4
1376	2
1377	1
1378	3
1379	2
1380	1
1381	3
1382	2
1383	0
1384	5
1385	1
1386	3
1387	3
1388	3
1389	2
1390	0
1391	2
1392	3
1393	0
1394	5
1395	4
1396	2
1397	1
1398	5
1399	2
1400	5
1401	1
1402	0
1403	0
1404	1
1405	4
1406	3
1407	0
1408	2
1409	4
1410	5
1411	5
1412	2
1413	5
1414	1
1415	2
1416	3
1417	1
1418	2
1419	4
1420	4
1421	3
1422	2
1423	5
1424	4
1425	4
1426	3
1427	2
1428	5
1429	1
1430	3
1431	4
1432	4
1433	5
1434	2
1435	2
1436	2
1437	2
1438	3
1439	2
1440	5
1441	1
1442	1
1443	2
1444	4
1445	1
1446	0
1447	3
1448	1
1449	3
1450	0
1451	0
1452	2
1453	2
1454	4
1455	5
1456	1
1457	1
1458	3
1459	1
1460	1
1461	5
1462	2
1463	0
1464	4
1465	2
1466	0
1467	2
1468	2
1469	5
1470	1
1471	0
1472	2
1473	5
1474	5
1475	0
1476	0
1477	5
1478	2
1479	4
1480	2
1481	1
1482	0
1483	3
1484	3
1485	4
1486	4
1487	5
1488	2
1489	5
1490	3
1491	5
1492	0
1493	1
1494	2
1495	1
1496	2
1497	5
1498	0
1499	4
1500	1
1501	5
1502	5
1503	3
1504	0
1505	3
1506	4
1507	2
1508	3
1509	5
1510	2
1511	0
1512	4
1513	2
1514	5
1515	4
1516	0
1517	3
1518	1
1519	2
1520	0
1521	4
1522	5
1523	0
1524	2
1525	4
1526	4
1527	2
1528	3
1529	1
1530	2
1531	0
1532	4
1533	2
1534	0
1535	0
1536	5
1537	2
1538	4
1539	1
1540	5
1541	2
1542	0
1543	3
1544	1
1545	3
1546	4
1547	5
1548	1
1549	0
1550	4
1551	4
1552	5
1553	0
1554	4
1555	5
1556	4
1557	0
1558	3
1559	2
1560	0
1561	1
1562	1
1563	3
1564	3
1565	5
1566	5
1567	1
1568	4
1569	3
1570	4
1571	4
1572	4
1573	0
1574	3
1575	3
1576	1
1577	1
1578	0
1579	4
1580	3
1581	4
1582	5
1583	3
1584	0
1585	0
1586	5
1587	1
1588	0
1589	3
1590	1
1591	2
1592	3
1593	3
1594	1
1595	5
1596	3
1597	0
1598	3
1599	4
1600	3
1601	4
1602	2
1603	2
1604	3
1605	4
1606	0
1607	5
1608	4
1609	2
1610	0
1611	4
1612	3
1613	5
1614	1
1615	0
1616	4
1617	2
1618	5
1619	3
1620	2
1621	4
1622	5
1623	5
1624	4
1625	0
1626	1
1627	4
1628	5
1629	0
1630	2
1631	3
1632	0
1633	3
1634	5
1635	0
1636	0
1637	0
1638	5
1639	4
1640	3
1641	0
1642	5
1643	0
1644	0
1645	4
1646	4
1647	2
1648	2
1649	3
1650	2
1651	1
1652	4
1653	1
1654	2
1655	0
1656	1
1657	0
1658	0
1659	5
1660	0
1661	3
1662	4
1663	4
1664	0
1665	0
1666	4
1667	5
1668	4
1669	3
1670	0
1671	3
1672	1
1673	3
1674	2
1675	3
1676	3
1677	3
1678	5
1679	0
1680	1
1681	3
1682	5
1683	3
1684	4
1685	4
1686	3
1687	2
1688	2
1689	3
1690	1
1691	2
1692	1
1693	1
1694	5
1695	3
1696	5
1697	5
1698	2
1699	0
1700	1
1701	0
1702	5
1703	4
1704	4
1705	0
1706	2
1707	2
1708	1
1709	1
1710	3
1711	0
1712	5
1713	4
1714	2
1715	0
1716	3
1717	3
1718	0
1719	4
1720	1
1721	2
1722	1
1723	1
1724	0
1725	2
1726	2
1727	4
1728	0
1729	3
1730	2
1731	4
1732	5
1733	1
1734	5
1735	3
1736	3
1737	5
1738	2
1739	1
1740	0
1741	4
1742	1
1743	0
1744	5
1745	3
1746	2
1747	2
1748	5
1749	3
1750	2
1751	5
1752	5
1753	4
1754	5
1755	4
1756	0
1757	3
1758	1
1759	5
1760	2
1761	4
1762	4
1763	0
1764	2
1765	3
1766	2
1767	2
1768	2
1769	5
1770	0
1771	3
1772	5
1773	4
1774	3
1775	5
1776	0
1777	0
1778	4
1779	4
1780	5
1781	2
1782	4
1783	5
1784	5
1785	5
1786	2
1787	2
1788	0
1789	0
1790	1
1791	2
1792	3
1793	2
1794	3
1795	4
1796	4
1797	4
1798	1
1799	3
1800	2
1801	2
1802	1
1803	2
1804	5
1805	3
1806	2
1807	4
1808	5
1809	1
1810	0
1811	1
1812	2
1813	4
1814	1
1815	3
1816	5
1817	5
1818	4
1819	5
1820	3
1821	4
1822	4
1823	1
1824	3
1825	2
1826	4
1827	5
1828	5
1829	1
1830	3
1831	4
1832	2
1833	0
1834	3
1835	0
1836	4
1837	2
1838	5
1839	0
1840	4
1841	3
1842	4
1843	4
1844	4
1845	5
1846	2
1847	3
1848	0
1849	2
1850	3
1851	5
1852	2
1853	2
1854	2
1855	3
1856	3
1857	2
1858	1
1859	0
1860	1
1861	5
1862	3
1863	3
1864	5
1865	3
1866	0
1867	2
1868	2
1869	1
1870	4
1871	5
1872	3
1873	3
1874	0
1875	0
1876	1
1877	1
1878	4
1879	1
1880	1
1881	3
1882	4
1883	4
1884	5
1885	4
1886	0
1887	1
1888	3
1889	0
1890	4
1891	1
1892	3
1893	0
1894	5
1895	3
1896	5
1897	3
1898	3
1899	0
1900	5
1901	2
1902	3
1903	4
1904	2
1905	0
1906	5
1907	0
1908	1
1909	3
1910	0
1911	2
1912	2
1913	1
1914	1
1915	1
1916	5
1917	4
1918	4
1919	0
1920	3
1921	4
1922	0
1923	4
1924	5
1925	5
1926	2
1927	2
1928	4
1929	2
1930	5
1931	2
1932	4
1933	1
1934	1
1935	3
1936	0
1937	0
1938	5
1939	1
1940	0
1941	2
1942	5
1943	4
1944	1
1945	5
1946	2
1947	2
1948	4
1949	2
1950	5
1951	3
1952	4
1953	4
1954	5
1955	5
1956	4
1957	2
1958	5
1959	4
1960	2
1961	3
1962	1
1963	3
1964	1
1965	2
1966	3
1967	3
1968	0
1969	5
1970	3
1971	0
1972	5
1973	4
1974	2
1975	5
1976	4
1977	4
1978	1
1979	0
1980	5
1981	0
1982	0
1983	3
1984	1
1985	3
1986	2
1987	4
1988	1
1989	3
1990	1
1991	2
1992	3
1993	4
1994	1
1995	4
1996	3
1997	4
1998	4
1999	3
2000	0
2001	3
2002	3
2003	2
2004	2
2005	0
2006	5
2007	4
2008	3
2009	0
2010	1
2011	4
2012	3
2013	4
2014	4
2015	1
2016	5
2017	0
2018	1
2019	0
2020	3
2021	1
2022	2
2023	0
2024	5
2025	3
2026	4
2027	1
2028	4
2029	1
2030	4
2031	3
2032	2
2033	5
2034	0
2035	4
2036	4
2037	2
2038	0
2039	5
2040	0
2041	3
2042	2
2043	1
2044	4
2045	1
2046	1
2047	4
2048	3
2049	5
2050	4
2051	2
2052	1
2053	0
2054	5
2055	3
2056	5
2057	1
2058	4
2059	1
2060	3
2061	1
2062	4
2063	4
2064	3
2065	1
2066	2
2067	3
2068	5
2069	3
2070	5
2071	2
2072	4
2073	4
2074	4
2075	2
2076	3
2077	1
2078	2
2079	0
2080	4
2081	1
2082	1
2083	2
2084	1
2085	3
2086	4
2087	4
2088	0
2089	5
2090	5
2091	4
2092	3
2093	2
2094	5
2095	2
2096	4
2097	4
2098	5
2099	5
2100	5
2101	2
2102	3
2103	4
2104	2
2105	2
2106	1
2107	4
2108	0
2109	0
2110	0
2111	4
2112	3
2113	0
2114	2
2115	1
2116	0
2117	1
2118	1
2119	0
2120	1
2121	5
2122	2
2123	1
2124	4
2125	2
2126	2
2127	5
2128	3
2129	2
2130	2
2131	5
2132	0
2133	4
2134	0
2135	4
2136	5
2137	5
2138	5
2139	0
2140	1
2141	4
2142	5
2143	2
2144	0
2145	2
2146	1
2147	0
2148	1
2149	5
2150	3
2151	1
2152	3
2153	4
2154	5
2155	1
2156	4
2157	0
2158	4
2159	1
2160	1
2161	1
2162	2
2163	3
2164	2
2165	5
2166	4
2167	2
2168	3
2169	2
2170	5
2171	1
2172	4
2173	4
2174	3
2175	1
2176	2
2177	3
2178	1
2179	3
2180	4
2181	4
2182	4
2183	4
2184	4
2185	2
2186	2
2187	4
2188	1
2189	2
2190	1
2191	4
2192	5
2193	3
2194	4
2195	2
2196	1
2197	5
2198	5
2199	4
2200	3
2201	1
2202	5
2203	0
2204	2
2205	2
2206	1
2207	3
2208	5
2209	3
2210	4
2211	1
2212	0
2213	4
2214	5
2215	4
2216	1
2217	5
2218	1
2219	5
2220	1
2221	0
2222	2
2223	1
2224	4
2225	4
2226	2
2227	5
2228	2
2229	3
2230	3
2231	3
2232	4
2233	4
2234	0
2235	2
2236	4
2237	5
2238	3
2239	4
2240	0
2241	4
2242	3
2243	3
2244	2
2245	1
2246	2
2247	5
2248	1
2249	2
2250	1
2251	3
2252	1
2253	2
2254	4
2255	2
2256	5
2257	0
2258	2
2259	5
2260	1
2261	4
2262	2
2263	3
2264	1
2265	4
2266	1
2267	5
2268	3
2269	0
2270	3
2271	5
2272	4
2273	0
2274	3
2275	3
2276	3
2277	1
2278	4
2279	4
2280	3
2281	4
2282	3
2283	3
2284	1
2285	4
2286	1
2287	4
2288	5
2289	5
2290	3
2291	0
2292	0
2293	5
2294	3
2295	3
2296	1
2297	5
2298	5
2299	4
2300	1
2301	2
2302	2
2303	1
2304	0
2305	0
2306	2
2307	0
2308	0
2309	5
2310	2
2311	5
2312	5
2313	0
2314	4
2315	4
2316	2
2317	4
2318	2
2319	0
2320	5
2321	0
2322	3
2323	1
2324	2
2325	0
2326	0
2327	1
2328	5
2329	5
2330	3
2331	4
2332	4
2333	3
2334	3
2335	4
2336	1
2337	1
2338	4
2339	4
2340	2
2341	3
2342	2
2343	1
2344	5
2345	2
2346	0
2347	2
2348	1
2349	2
2350	0
2351	1
2352	1
2353	2
2354	3
2355	5
2356	4
2357	2
2358	4
2359	0
2360	4
2361	4
2362	0
2363	1
2364	5
2365	1
2366	0
2367	2
2368	1
2369	0
2370	0
2371	1
2372	1
2373	1
2374	3
2375	1
2376	0
2377	4
2378	1
2379	4
2380	4
2381	3
2382	4
2383	2
2384	0
2385	1
2386	2
2387	5
2388	1
2389	4
2390	4
2391	1
2392	3
2393	3
2394	0
2395	1
2396	3
2397	1
2398	3
2399	1
2400	5
2401	0
2402	4
2403	4
2404	4
2405	3
2406	3
2407	5
2408	4
2409	2
2410	2
2411	5
2412	2
2413	2
2414	4
2415	5
2416	5
2417	3
2418	2
2419	1
2420	4
2421	2
2422	1
2423	3
2424	3
2425	1
2426	0
2427	2
2428	4
2429	0
2430	5
2431	1
2432	2
2433	5
2434	3
2435	4
2436	5
2437	0
2438	2
2439	1
2440	0
2441	1
2442	4
2443	1
2444	2
2445	3
2446	1
2447	3
2448	1
2449	3
2450	5
2451	4
2452	1
2453	0
2454	4
2455	0
2456	0
2457	5
2458	0
2459	3
2460	5
2461	5
2462	0
2463	5
2464	5
2465	5
2466	5
2467	1
2468	4
2469	5
2470	2
2471	1
2472	2
2473	2
2474	0
2475	2
2476	3
2477	0
2478	1
2479	0
2480	2
2481	2
2482	4
2483	3
2484	1
2485	2
2486	3
2487	1
2488	1
2489	0
2490	2
2491	2
2492	4
2493	1
2494	0
2495	5
2496	5
2497	3
2498	4
2499	3
2500	2
2501	0
2502	3
2503	1
2504	2
2505	0
2506	3
2507	4
2508	4
2509	1
2510	5
2511	3
2512	5
2513	4
2514	4
2515	1
2516	2
2517	2
2518	0
2519	0
2520	1
2521	3
2522	4
2523	4
2524	1
2525	5
2526	3
2527	2
2528	3
2529	3
2530	3
2531	2
2532	0
2533	3
2534	5
2535	0
2536	0
2537	5
2538	4
2539	5
2540	2
2541	3
2542	2
2543	1
2544	1
2545	2
2546	4
2547	0
2548	4
2549	0
2550	3
2551	5
2552	1
2553	3
2554	2
2555	3
2556	3
2557	4
2558	3
2559	4
2560	3
2561	1
2562	4
2563	4
2564	1
2565	2
2566	0
2567	4
2568	5
2569	0
2570	0
2571	2
2572	0
2573	2
2574	2
2575	5
2576	0
2577	5
2578	2
2579	3
2580	2
2581	3
2582	1
2583	4
2584	1
2585	0
2586	3
2587	5
2588	1
2589	3
2590	4
2591	5
2592	2
2593	4
2594	5
2595	5
2596	2
2597	0
2598	1
2599	2
2600	4
2601	0
2602	2
2603	0
2604	2
2605	3
2606	4
2607	1
2608	4
2609	5
2610	2
2611	0
2612	5
2613	2
2614	1
2615	3
2616	4
2617	1
2618	5
2619	2
2620	0
2621	1
2622	2
2623	0
2624	2
2625	2
2626	3
2627	4
2628	5
2629	0
2630	4
2631	4
2632	1
2633	4
2634	0
2635	1
2636	5
2637	1
2638	1
2639	5
2640	0
2641	4
2642	4
2643	2
2644	5
2645	0
2646	1
2647	4
2648	0
2649	1
2650	4
2651	4
2652	4
2653	3
2654	5
2655	3
2656	3
2657	2
2658	4
2659	1
2660	5
2661	4
2662	1
2663	0
2664	3
2665	3
2666	0
2667	4
2668	1
2669	5
2670	2
2671	0
2672	1
2673	2
2674	0
2675	3
2676	3
2677	1
2678	1
2679	4
2680	1
2681	4
2682	5
2683	5
2684	0
2685	0
2686	1
2687	4
2688	0
2689	5
2690	5
2691	4
2692	1
2693	5
2694	0
2695	3
2696	4
2697	3
2698	1
2699	5
2700	0
2701	3
2702	3
2703	3
2704	0
2705	2
2706	5
2707	0
2708	2
2709	0
2710	1
2711	3
2712	5
2713	4
2714	3
2715	5
2716	4
2717	2
2718	3
2719	1
2720	4
2721	1
2722	0
2723	0
2724	4
2725	1
2726	4
2727	0
2728	0
2729	0
2730	4
2731	1
2732	4
2733	0
2734	0
2735	4
2736	2
2737	3
2738	4
2739	4
2740	2
2741	3
2742	0
2743	5
2744	1
2745	1
2746	3
2747	5
2748	0
2749	4
2750	0
2751	3
2752	0
2753	5
2754	0
2755	4
2756	0
2757	3
2758	2
2759	5
2760	0
2761	3
2762	1
2763	1
2764	1
2765	0
2766	0
2767	5
2768	5
2769	2
2770	1
2771	1
2772	5
2773	5
2774	3
2775	4
2776	5
2777	5
2778	1
2779	3
2780	3
2781	1
2782	3
2783	5
2784	3
2785	3
2786	2
2787	3
2788	3
2789	0
2790	1
2791	0
2792	0
2793	2
2794	2
2795	2
2796	2
2797	1
2798	2
2799	0
2800	2
2801	1
2802	0
2803	2
2804	5
2805	5
2806	4
2807	4
2808	1
2809	1
2810	2
2811	4
2812	5
2813	2
2814	1
2815	0
2816	2
2817	3
2818	2
2819	0
2820	3
2821	2
2822	1
2823	2
2824	2
2825	0
2826	2
2827	0
2828	0
2829	5
2830	2
2831	3
2832	2
2833	0
2834	3
2835	0
2836	0
2837	3
2838	1
2839	1
2840	1
2841	4
2842	3
2843	5
2844	3
2845	2
2846	5
2847	2
2848	4
2849	0
2850	4
2851	1
2852	3
2853	2
2854	4
2855	1
2856	3
2857	2
2858	3
2859	5
2860	5
2861	3
2862	0
2863	3
2864	2
2865	4
2866	0
2867	1
2868	1
2869	5
2870	0
2871	5
2872	1
2873	4
2874	1
2875	5
2876	4
2877	1
2878	5
2879	0
2880	3
2881	1
2882	0
2883	5
2884	2
2885	4
2886	5
2887	1
2888	1
2889	3
2890	1
2891	3
2892	0
2893	2
2894	2
2895	5
2896	5
2897	5
2898	1
2899	2
2900	3
2901	0
2902	2
2903	3
2904	3
2905	3
2906	3
2907	3
2908	4
2909	4
2910	4
2911	5
2912	3
2913	3
2914	3
2915	2
2916	5
2917	1
2918	4
2919	4
2920	2
2921	3
2922	0
2923	1
2924	2
2925	5
2926	4
2927	4
2928	3
2929	3
2930	1
2931	1
2932	1
2933	3
2934	1
2935	5
2936	3
2937	2
2938	0
2939	3
2940	4
2941	5
2942	2
2943	5
2944	5
2945	4
2946	2
2947	4
2948	5
2949	2
2950	5
2951	5
2952	1
2953	5
2954	2
2955	2
2956	1
2957	4
2958	4
2959	3
2960	5
2961	2
2962	2
2963	1
2964	1
2965	5
2966	2
2967	4
2968	4
2969	5
2970	0
2971	3
2972	1
2973	5
2974	3
2975	0
2976	3
2977	4
2978	4
2979	0
2980	2
2981	2
2982	3
2983	2
2984	4
2985	3
2986	4
2987	1
2988	0
2989	3
2990	1
2991	4
2992	4
2993	3
2994	2
2995	1
2996	4
